Reporting_Country,Flow,Commodity,Commodity_Type,Year,Value_Original,Value
Estonia,Imports,F,Fuels and mining products,2009,"2,056,086,632",2056
Ethiopia,Imports,F,Fuels and mining products,2009,"1,053,063,597",1053
Faeroe Islands,Imports,F,Fuels and mining products,2009,"130,537,197",131
Fiji,Imports,F,Fuels and mining products,2009,"384,142,747",384
Finland,Imports,F,Fuels and mining products,2009,"13,327,018,018",13327
France,Imports,F,Fuels and mining products,2009,"84,068,210,123",84068
French Polynesia,Imports,F,Fuels and mining products,2009,"209,656,952",210
FYR Macedonia,Imports,F,Fuels and mining products,2009,"329,270,458",329
Gabon,Imports,F,Fuels and mining products,2009,"207,293,539",207
Gambia,Imports,F,Fuels and mining products,2009,"49,186,554",49
Georgia,Imports,F,Fuels and mining products,2009,"810,780,001",811
Germany,Imports,F,Fuels and mining products,2009,"141,213,392,873",141213
Ghana,Imports,F,Fuels and mining products,2009,"284,737,707",285
Greece,Imports,F,Fuels and mining products,2009,"13,154,602,785",13155
Greenland,Imports,F,Fuels and mining products,2009,"127,412,872",127
Grenada,Imports,F,Fuels and mining products,2009,"43,163,465",43
Guatemala,Imports,F,Fuels and mining products,2009,"2,355,262,316",2355
Guinea,Imports,F,Fuels and mining products,2009,"351,595,923",352
Guyana,Imports,F,Fuels and mining products,2009,"310,349,818",310
Haiti,Imports,F,Fuels and mining products,2009,"384,640,000",385
Honduras,Imports,F,Fuels and mining products,2009,"1,186,734,196",1187
"Hong Kong, China",Imports,F,Fuels and mining products,2009,"19,155,344,333",19155
Hungary,Imports,F,Fuels and mining products,2009,"10,059,671,861",10060
Iceland,Imports,F,Fuels and mining products,2009,"930,566,191",931
India,Imports,F,Fuels and mining products,2009,"96,167,088,334",96167
Indonesia,Imports,F,Fuels and mining products,2009,"22,150,691,551",22151
Iran,Imports,F,Fuels and mining products,2009,"3,247,000,000",3247
Iraq,Imports,F,Fuels and mining products,2009,"745,375,406",745
Ireland,Imports,F,Fuels and mining products,2009,"7,027,119,602",7027
Israel,Imports,F,Fuels and mining products,2009,"8,739,200,000",8739
Italy,Imports,F,Fuels and mining products,2009,"87,065,516,187",87066
Jamaica,Imports,F,Fuels and mining products,2009,"1,419,843,753",1420
Japan,Imports,F,Fuels and mining products,2009,"187,199,000,000",187199
Jordan,Imports,F,Fuels and mining products,2009,"2,839,669,548",2840
Kazakhstan,Imports,F,Fuels and mining products,2009,"3,129,422,723",3129
Kenya,Imports,F,Fuels and mining products,2009,"2,350,998,157",2351
Kiribati,Imports,F,Fuels and mining products,2009,"11,201,412",11
Korea,Imports,F,Fuels and mining products,2009,"114,579,595,492",114580
Kuwait,Imports,F,Fuels and mining products,2009,"433,014,893",433
Kyrgyz Republic,Imports,F,Fuels and mining products,2009,"135,369,971",135
Latvia,Imports,F,Fuels and mining products,2009,"1,696,924,686",1697
Lebanese Republic,Imports,F,Fuels and mining products,2009,"3,502,104,334",3502
Lesotho,Imports,F,Fuels and mining products,2009,"156,920,873",157
Libya,Imports,F,Fuels and mining products,2009,"205,788,811",206
Lithuania,Imports,F,Fuels and mining products,2009,"5,377,722,393",5378
Luxembourg,Imports,F,Fuels and mining products,2009,"3,293,726,500",3294
"Macao, China",Imports,F,Fuels and mining products,2009,"612,373,323",612
Madagascar,Imports,F,Fuels and mining products,2009,"335,298,669",335
Malawi,Imports,F,Fuels and mining products,2009,"229,795,143",230
Malaysia,Imports,F,Fuels and mining products,2009,"15,607,124,268",15607
Maldives,Imports,F,Fuels and mining products,2009,"221,434,906",221
Mali,Imports,F,Fuels and mining products,2009,"564,442,999",564
Malta,Imports,F,Fuels and mining products,2009,"624,342,263",624
Mauritania,Imports,F,Fuels and mining products,2009,"272,792,241",273
Mauritius,Imports,F,Fuels and mining products,2009,"625,393,267",625
Mexico,Imports,F,Fuels and mining products,2009,"21,077,309,800",21077
Moldova,Imports,F,Fuels and mining products,2009,"727,523,164",728
Mongolia,Imports,F,Fuels and mining products,2009,"392,830,747",393
Montenegro,Imports,F,Fuels and mining products,2009,"345,077,270",345
Montserrat,Imports,F,Fuels and mining products,2009,"8,133,529",8
Morocco,Imports,F,Fuels and mining products,2009,"7,586,226,534",7586
Mozambique,Imports,F,Fuels and mining products,2009,"599,252,286",599
Namibia,Imports,F,Fuels and mining products,2009,"461,131,176",461
Nepal,Imports,F,Fuels and mining products,2009,"734,209,581",734
Netherlands,Imports,F,Fuels and mining products,2009,"89,255,954,092",89256
New Caledonia,Imports,F,Fuels and mining products,2009,"398,960,937",399
New Zealand,Imports,F,Fuels and mining products,2009,"4,205,507,583",4206
Nicaragua,Imports,F,Fuels and mining products,2009,"784,093,041",784
Niger,Imports,F,Fuels and mining products,2009,"218,162,627",218
Nigeria,Imports,F,Fuels and mining products,2009,"946,686,828",947
Norway,Imports,F,Fuels and mining products,2009,"7,355,732,331",7356
Oman,Imports,F,Fuels and mining products,2009,"1,676,899,534",1677
Pakistan,Imports,F,Fuels and mining products,2009,"9,997,374,792",9997
Panama,Imports,F,Fuels and mining products,2009,"290,180,540",290
Paraguay,Imports,F,Fuels and mining products,2009,"1,056,072,463",1056
Peru,Imports,F,Fuels and mining products,2009,"3,319,233,917",3319
Philippines,Imports,F,Fuels and mining products,2009,"9,260,693,613",9261
Poland,Imports,F,Fuels and mining products,2009,"18,146,143,754",18146
Portugal,Imports,F,Fuels and mining products,2009,"10,771,466,353",10771
Qatar,Imports,F,Fuels and mining products,2009,"819,583,307",820
Romania,Imports,F,Fuels and mining products,2009,"6,243,388,102",6243
Russian Federation,Imports,F,Fuels and mining products,2009,"6,010,472,542",6010
Rwanda,Imports,F,Fuels and mining products,2009,"103,505,851",104
Saint Kitts and Nevis,Imports,F,Fuels and mining products,2009,"14,949,472",15
Saint Lucia,Imports,F,Fuels and mining products,2009,"137,854,470",138
Saint Vincent and the Grenadines,Imports,F,Fuels and mining products,2009,"63,112,092",63
Samoa,Imports,F,Fuels and mining products,2009,"43,794,462",44
Sao Tome and Principe,Imports,F,Fuels and mining products,2009,"17,033,192",17
Saudi Arabia,Imports,F,Fuels and mining products,2009,"2,424,349,767",2424
Senegal,Imports,F,Fuels and mining products,2009,"1,135,024,917",1135
Serbia,Imports,F,Fuels and mining products,2009,"2,988,880,784",2989
Seychelles,Imports,F,Fuels and mining products,2009,"97,258,701",97
Singapore,Imports,F,Fuels and mining products,2009,"64,556,698,984",64557
Slovak Republic,Imports,F,Fuels and mining products,2009,"7,759,815,156",7760
Slovenia,Imports,F,Fuels and mining products,2009,"3,839,185,541",3839
Solomon Islands,Imports,F,Fuels and mining products,2009,"45,587,556",46
South Africa,Imports,F,Fuels and mining products,2009,"14,850,530,324",14851
Spain,Imports,F,Fuels and mining products,2009,"56,049,494,957",56049
Sri Lanka,Imports,F,Fuels and mining products,2009,"2,326,407,369",2326
Sudan,Imports,F,Fuels and mining products,2009,"424,809,050",425
Suriname,Imports,F,Fuels and mining products,2009,"226,526,107",227
Swaziland,Imports,F,Fuels and mining products,2009,"187,280,479",187
Sweden,Imports,F,Fuels and mining products,2009,"17,746,515,229",17747
Switzerland,Imports,F,Fuels and mining products,2009,"17,739,739,222",17740
Syrian Arab Republic,Imports,F,Fuels and mining products,2009,"2,547,378,263",2547
Tanzania,Imports,F,Fuels and mining products,2009,"1,544,332,080",1544
Thailand,Imports,F,Fuels and mining products,2009,"30,296,626,738",30297
Togo,Imports,F,Fuels and mining products,2009,"162,431,082",162
Tonga,Imports,F,Fuels and mining products,2009,"30,402,587",30
Trinidad and Tobago,Imports,F,Fuels and mining products,2009,"2,483,849,129",2484
Tunisia,Imports,F,Fuels and mining products,2009,"2,772,117,592",2772
Turkey,Imports,F,Fuels and mining products,2009,"39,332,429,000",39332
Tuvalu,Imports,F,Fuels and mining products,2009,"7,522,898",8
Uganda,Imports,F,Fuels and mining products,2009,"795,110,338",795
Ukraine,Imports,F,Fuels and mining products,2009,"16,047,275,141",16047
United Arab Emirates,Imports,F,Fuels and mining products,2009,"4,777,813,524",4778
United Kingdom,Imports,F,Fuels and mining products,2009,"63,175,991,279",63176
United States,Imports,F,Fuels and mining products,2009,"311,404,000,000",311404
Uruguay,Imports,F,Fuels and mining products,2009,"1,744,060,680",1744
Vanuatu,Imports,F,Fuels and mining products,2009,"37,321,600",37
Venezuela,Imports,F,Fuels and mining products,2009,"2,001,421,516",2001
Viet Nam,Imports,F,Fuels and mining products,2009,"10,266,662,412",10267
World,Imports,F,Fuels and mining products,2009,"2,332,170,000,000",2332170
Yemen,Imports,F,Fuels and mining products,2009,"1,972,156,221",1972
Zambia,Imports,F,Fuels and mining products,2009,"1,032,772,759",1033
Zimbabwe,Imports,F,Fuels and mining products,2009,"638,523,594",639
Afghanistan,Imports,M,Manufactures,2009,"555,906,376",556
Albania,Imports,M,Manufactures,2009,"3,075,662,428",3076
Algeria,Imports,M,Manufactures,2009,"31,309,383,000",31309
Antigua and Barbuda,Imports,M,Manufactures,2009,"291,005,415",291
Argentina,Imports,M,Manufactures,2009,"33,083,115,029",33083
Armenia,Imports,M,Manufactures,2009,"1,872,864,149",1873
Aruba,Imports,M,Manufactures,2009,"746,451,892",746
Australia,Imports,M,Manufactures,2009,"114,740,000,000",114740
